what,kind,bundleId,bundleVersion,description,time
arch,sysinfo,,,"x86",1648894144723
ws,sysinfo,,,"win32",1648894144723
locale,sysinfo,,,"en_US",1648894144723
processors,sysinfo,,,"8",1648894144723
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1648894144723
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1648894144723
java.specification.name,sysinfo,,,"Java Platform API Specification",1648894144723
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1648894144723
java.specification.version,sysinfo,,,"1.6",1648894144723
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1648894144723
java.version,sysinfo,,,"1.6.0_23",1648894144723
java.vm.info,sysinfo,,,"mixed mode",1648894144723
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1648894144723
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1648894144723
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1648894144724
java.vm.specification.version,sysinfo,,,"1.0",1648894144724
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1648894144724
java.vm.version,sysinfo,,,"19.0-b09",1648894144724
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1648894145740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648894145929
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648894148652
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1648894157696
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1648894160199
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1648894165557
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1648894168469
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1648894168573
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1648894171307
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1648894172351
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1648894180415
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1648894183761
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1648894184985
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1648894185210
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1648894185326
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1648894187980
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1648894195815
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1648894273441
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1648894275731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1648894276093
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1648894277666
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1648894277670
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1648894277671
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1648894277672
